"","cntry","TIME","avgpolintr","avgtrstprl","avgtrstplt","avgtrstep","avgvote","avgcontplt","avgwrkprty","avgwrkorg","avgbadge","avgsgnptit","avgpbldmn","avgbctprd","avgclsprty","avgmmbprty","avgedulvla","avguempla","avguempli","avgdsbld","avgmbtru","GEO","AGE","UNIT","SEX","Value","Flag.and.Footnotes"
"70","GB",2010,2.53333333333333,4.41666666666667,3.63333333333333,4.46666666666667,NA,1.93333333333333,1.96666666666667,1.96666666666667,1.91666666666667,1.83333333333333,1.98333333333333,1.88333333333333,1.66666666666667,2.1,2.98333333333333,0.266666666666667,0.0333333333333333,0.0333333333333333,2.9,"United Kingdom","Less than 25 years","Percentage of active population","Total","19.9",""
"71","GB",2012,2.80597014925373,4.29850746268657,4.02985074626866,4.3134328358209,NA,1.91044776119403,2,1.92537313432836,1.88059701492537,1.6865671641791,1.97014925373134,1.85074626865672,1.73134328358209,NA,2.82089552238806,0.194029850746269,0.0447761194029851,0.0298507462686567,2.94029850746269,"United Kingdom","Less than 25 years","Percentage of active population","Total","21.2",""
"72","GB",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Kingdom","Less than 25 years","Percentage of active population","Total","17.0",""
"73","GR",2002,2.98709677419355,4.47741935483871,3.4258064516129,5.71612903225806,NA,1.86451612903226,1.96774193548387,1.92258064516129,1.96774193548387,1.92258064516129,1.91612903225806,1.90322580645161,1.60645161290323,1.96774193548387,2.98064516129032,0.0774193548387097,0.0516129032258065,0,2.96774193548387,NA,NA,NA,NA,NA,NA
"74","GR",2004,3.02238805970149,4.8134328358209,3.41044776119403,5.38059701492537,NA,1.88805970149254,1.94776119402985,1.93283582089552,1.97761194029851,1.94029850746269,1.8955223880597,1.96268656716418,1.53731343283582,1.96268656716418,3.12686567164179,0.141791044776119,0.0522388059701493,0,2.99253731343284,NA,NA,NA,NA,NA,NA
"75","GR",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greece","Less than 25 years","Percentage of active population","Total","25.0",""
"76","GR",2008,3.2,3.83636363636364,2.26363636363636,4.22727272727273,NA,1.93636363636364,1.91818181818182,1.91818181818182,1.93636363636364,1.9,1.84545454545455,1.79090909090909,1.66363636363636,1.9,3.47272727272727,0.209090909090909,0.172727272727273,0,2.96363636363636,"Greece","Less than 25 years","Percentage of active population","Total","21.9",""
"77","GR",2010,3.12442396313364,1.71428571428571,1.04608294930876,2.61290322580645,NA,1.92165898617512,1.93548387096774,1.94930875576037,1.91244239631336,1.94009216589862,1.78801843317972,1.85714285714286,1.78341013824885,1.96774193548387,3.18433179723502,0.248847926267281,0.0691244239631336,0,2.97695852534562,"Greece","Less than 25 years","Percentage of active population","Total","33.0",""
"78","GR",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greece","Less than 25 years","Percentage of active population","Total","55.3",""
"79","GR",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greece","Less than 25 years","Percentage of active population","Total","52.4",""
"80","HU",2002,2.69047619047619,4.78571428571429,3.6547619047619,5.65476190476191,NA,1.83333333333333,1.97619047619048,1.95238095238095,1.96428571428571,1.95238095238095,1.95238095238095,1.96428571428571,1.47619047619048,1.97619047619048,2.70238095238095,0.0952380952380952,0.0714285714285714,0.0238095238095238,2.94047619047619,NA,NA,NA,NA,NA,NA
"81","HU",2004,3.14457831325301,3.92771084337349,3.10843373493976,5.45783132530121,NA,1.95180722891566,1.98795180722892,1.96385542168675,1.97590361445783,1.93975903614458,1.97590361445783,1.96385542168675,1.67469879518072,2.04819277108434,2.93975903614458,0.0843373493975904,0.0843373493975904,0.0240963855421687,2.98795180722892,NA,NA,NA,NA,NA,NA
"82","HU",2006,2.86,3.26,2.26,4.78,NA,1.96,1.98,2.1,1.96,1.92,1.88,1.98,1.54,2,2.64,0.02,0.06,0.02,2.92,"Hungary","Less than 25 years","Percentage of active population","Total","19.1",""
"83","HU",2008,3.08333333333333,3.1,2.33333333333333,4.90833333333333,NA,1.95,1.99166666666667,1.96666666666667,1.96666666666667,1.98333333333333,1.975,1.99166666666667,1.78333333333333,2,2.6,0.175,0.025,0.00833333333333333,2.98333333333333,"Hungary","Less than 25 years","Percentage of active population","Total","19.5","i"
